status,skip_reason,record_id,figure,term,state_code,year,title,url
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,Can We Go Online for Sports Injury Prevention? A Systematic Review of English-Language Websites with Exercise-Based Sports Injury Risk Reduction Programmes,https://doi.org/10.1186/s40798-021-00373-z
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2004,Viviendas de cine : Análisis de la arquitectura residencial en el marco del cine europeo de las últimas décadas,https://doi.org/10.20868/upm.thesis.9156
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,"Anti-vaccine movements – health care, ignorance or a diversion aimed at destabilizing the health situation? Part 2. Contemporary conditions for the functioning and development of anti-vaccination movements",https://doi.org/10.26444/aaem/126014
inserted,,790,Yahoo,Yahoo,,2011,"'Breakfast at tiffany's': eBay Inc, Trade Mark Law and counterfeiting",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1974274
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2009,Understanding Online Reputation Of Mediterranean Destinations,http://aisel.aisnet.org/mcis2009/51
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Prediction of Moderna Adjusted Closing Stock Price Trend Using ARIMA Model,https://doi.org/10.54691/bcpbm.v44i.4800
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,A novel model for Time-Series Data Clustering Based on piecewise SVD and BIRCH for Stock Data Analysis on Hadoop Platform,https://doi.org/10.25046/aj0203106
inserted,,791,Yahoo,Yahoo,,2009,Proceedings of the 3rd workshop on Information credibility on the web,https://dl.acm.org/action/showBook?doi=10.1145%2F1526993
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Gender-Based Violence Narratives in Internet-Based Conversations in Nigeria: Social Listening Study,https://doi.org/10.2196/46814
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2015,Recognizing our Past and Moving Toward our Future: Decolonizing Attitudes about Skin Color and Native Americans,http://hdl.handle.net/10125/37627
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2007,Directorios temáticos en Internet como herramienta de difusión de la ciencia. Análisis comparativo,http://hdl.handle.net/10261/4584
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,"Analysis of Environment, Social and Governance (ESG) Ratings and Financial Performance in Indian Firms: A Panel Data Study",https://doi.org/10.47191/jefms/v7-i9-50
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,Health Policy and Ladies Health Workers Stress During Fields Work: Case Study of District Muzaffargarh,https://doi.org/10.52700/scir.v1i1.20
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Forecasting the Monthly Stock Price per Share of Taiwan Semiconductor Manufacturing Company Limited (TSM) using ARIMA Box-Jenkins Method,https://doi.org/10.33021/jafrm.v2i1.4560
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2011,Exploratory Analysis Of The Readability Of Information Privacy Statement Of The Primary Social Networks,https://doi.org/10.19030/jber.v7i12.2371
inserted,,792,Yahoo,Yahoo,,2018,Implementasi Algoritma Rc4 Dan Kompresi Lzw Untuk Pengamanan Database Pada Pt. Mpp International Development Indonesia,https://jom.fti.budiluhur.ac.id/index.php/SKANIKA/article/download/2524/760
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2005,The Effect of Online Feedback Mechanisms in Electronic Markets: A Field Study Perspective,https://aisel.aisnet.org/iceb2005/59
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2012,Evaluation of E-Journals in Library and Information Science based on Three Websites: A Case Study,http://dx.doi.org/10.51983/ajist-2011.1.2.26
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,ANOMALI EFEK KALENDER PADA RETURN SAHAM LQ-45 DI BURSA EFEK INDONESIA,https://doi.org/10.24843/ejmunud.2019.v08.i05.p02
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,On the Encoder-Decoder Incompatibility in Variational Text Modeling and Beyond,https://doi.org/10.18653/v1/2020.acl-main.316
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,Using Classifiers to Find Domain-Specific Online Databases Automatically,https://doi.org/10.3724/sp.j.1001.2008.00246
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,Predicting Smoking Prevalence in Japan Using Search Volumes in an Internet Search Engine: Infodemiology Study,https://doi.org/10.2196/42619
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2015,The Internet Era Implications over the Romanian Travel Agencies,https://doi.org/10.6007/ijarbss/v5-i3/1505
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Online Information on Lymphedema: Systematic Review of the Quality of Online Patient Resources,https://doi.org/10.1007/s13187-025-02691-2
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,FORECASTING HOUSE PRICE INDEX IN TURKEY USING ARIMA TRANSFER FUNCTION AND ARTIFICIAL NEURAL NETWORKS,http://doi.org/10.56726/irjmets34127
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,STOCK PRICE PREDICTION AND SIMULATION USING GEOMETRIC BROWNIAN MOTION-KALMAN FILTER: A COMPARISON BETWEEN KALMAN FILTER ALGORITHMS,https://doi.org/10.30598/barekengvol19iss1pp97-106
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2001,User interfaces for topic management of web sites,http://hdl.handle.net/10919/29871
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,"A Systematic Review on Social Media Sentiment in Stock Price Prediction: Data Sources, Machine Learning Models, and the Evidence on Effectiveness",https://doi.org/10.62201/kk4j5376
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,The Readability Analysis of Online Education Materials for Kidney Transplantation,https://doi.org/10.30699/fhi.v12i0.446
inserted,,793,Yahoo,Yahoo,,1989,Yahoo Serious,http://dx.doi.org/10.5040/9781350923966
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2006,Advertising and the New Search Media,https://doi.org/10.1177/1329878x0611900106
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,"Tesla Stock Close Price Prediction Using KNNR, DTR, SVR, and RFR",https://doi.org/10.28991/hef-2022-03-04-01
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Forecasting of Philippine Stock Exchange Index Using Optimized Artificial Neural Networks with Enhanced PSO Algorithm,http://dx.doi.org/10.14445/22315381/ijett-v72i6p113
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2007,Hearth and Hotmail,https://doi.org/10.5204/mcj.2696
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Quality Analysis of Online Resources for Patients Undergoing Coronary Artery Bypass Grafting,http://dx.doi.org/10.1016/j.atssr.2023.12.021
skipped,duplicate_existing_record,,Yahoo,Yahoo,,1999,A model for successful implementation of internet-based electronic commerce in business operations,http://hdl.handle.net/10453/20037
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Stock Price Forecasting with Machine Learning,https://doi.org/10.54254/2754-1169/45/20230275
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2015,Proceedings of the 2015 Workshop on Community-Organized Multimodal Mining: Opportunities for Novel Solutions,https://doi.org/10.1145/2814815
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Identification of Patterns in the Stock Market through Unsupervised Algorithms,https://doi.org/10.3390/analytics2030033
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,Diagnostic Evaluation of Policy-Gradient-Based Ranking,https://doi.org/10.3390/electronics11010037
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Study to evaluate the readability and visual appearance of online resources for blunt chest trauma: an evaluation of online resources using mixed methods,https://doi.org/10.1136/bmjopen-2023-078552
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Early Warning Signs for Eating Disorders in Children: A Realist Synthesis of Websites Summarizing Caregiver and Consumer Perspectives,https://doi.org/10.1002/eat.24359
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Predicting Cryptocurrency Prices Comparing Different Machine Learning Techniques: A Performance Analysis for Pre and Post COVID-19 Pandemic Periods,https://doi.org/10.32479/ijefi.17794
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,EFFECT OF EXCHANGE RATE AND GLOBAL INDEX IN FIVE COUNTRIES AGAINST CSPI,https://doi.org/10.38035/jafm.v1i1.11
inserted,,794,Yahoo,Yahoo,,2001,The Internet as an Investment Tool,https://www.questia.com/library/journal/1G1-77050132/the-internet-as-an-investment-tool
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2021,High tibial osteotomy: A review of the readability and quality of patient information on the internet,https://doi.org/10.34172/hpp.2021.41
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,Mass Digitization,https://doi.org/10.5860/lrts.52n1.18
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Analytical detection of “ Smart Stock Trading System” utilizing AI-model,https://doi.org/10.55041/ijsrem34829
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,The Weekend Effect Investigation: Evidence from Indonesia Capital Market,https://doi.org/10.13189/ujaf.2022.100222
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,Intelligent Web Services Architecture Evolution Via An Automated Learning-Based Refactoring Framework,https://hdl.handle.net/2027.42/142810
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Offloaded Data Processing Energy Efficiency Evaluation,http://dx.doi.org/10.15388/24-infor567
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2011,Unsupervised Graph-Based Similarity Learning Using Heterogeneous Features,https://hdl.handle.net/2027.42/89824
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2012,Exploring Online News Credibility: The Relative Influence of Traditional and Technological Factors,https://doi.org/10.1111/j.1083-6101.2011.01565.x
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Patient information on ureteric stents; online resources versus Artificial intelligence generated content: A benchmarking study from eau endourology,https://doi.org/10.1080/20905998.2025.2602411
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Prediction of Stock Prices Using LSTM-ARIMA Hybrid Deep Learning Model,https://doi.org/10.9734/ajpas/2025/v27i8791
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,A Cross‐Sectional Study of the Quality of Online Information on Periodontal Surgery,https://doi.org/10.1002/cre2.70195
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2003,Regulation of New Economy Markets: the Case of Wired Residential Internet Service Provision,https://arrow.dit.ie/icr/vol9/iss1/6
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2020,Neural Network Autoregressive For Predicting Daily Gold Price,https://doi.org/10.25139/inform.v5i2.2715
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Search visibility and online social presence for bed and breakfasts,http://udspace.udel.edu/handle/19716/11907
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2022,PROPOSAL FOR A MANDATORY HEALTHCARE PROGRAM FOR SURROGATES IN SURROGACY ARRANGEMENTS,https://doi.org/10.55374/jseamed.v6i0.134
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Integrating deep learning and optimization algorithms to forecast real-time stock prices for intraday traders,https://doi.org/10.11591/ijece.v15i2.pp2254-2263
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2010,Load-balancing by applying a bayesian learning automata (BLA) scheme in a non-stationary web-crawler network,http://hdl.handle.net/11250/137506
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2008,Super-resolution texturing for online virtual globes,https://doi.org/10.1109/cvprw.2008.4562961
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2023,Semantic complexity of geographic questions - A comparison in terms of conceptual transformations of answers,http://dx.doi.org/10.5194/agile-giss-4-10-2023
inserted,,795,Yahoo,Yahoo,,2013,Yahoo! A mobile news service is a bold move,https://doi.org/10.64628/aa.xvhjvgdmj
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Web-Based Search Volume for HIV Tests and HIV-Testing Preferences During the COVID-19 Pandemic in Japan: Infodemiology Study,https://doi.org/10.2196/52306
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Patient Education Materials for Immobilisation Masks in Radiation Therapy for Adult Head and Neck Cancer Patients: A Scoping Review,https://doi.org/10.1007/s13187-024-02436-7
inserted,,796,Yahoo,Yahoo,,2008,"'Louts, Yahoos and Purposeless Disruptionists': Race and the 'Revival of Politics' in the Universities",http://search.informit.com.au/documentSummary;dn=522748990262821;res=IELIND
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2012,Yahoo! : the end of the banner years,http://hdl.handle.net/10400.14/14828
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2024,Incredible breakthrough rare creature tiny predator-free island Australian first Yahoo News Australia,https://doi.org/10.59350/gm816-e3q68
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2015,"""When [S]He is Working [S]He is Not at Home"": Challenging Assumptions About Remote Work",https://ir.lib.uwo.ca/etd/3120
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2005,Hospital virtual libraries in Latin America and the Caribbean: A webometric analysis,http://eprints.rclis.org/8272/1/Macias-Chapula%2C_et_al%2C_ICML2005%2C_Brazil_Virtual_Hosp_Libraries_LAC.pdf
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2017,Preface: Yet Another Book about Snowden and Safe Harbor?,https://biblio.vub.ac.be/vubir/preface-yet-another-book-about-snowden-and-safe-harbor(a2b359de-267a-4e2e-b584-54a81265cbd4).html
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2026,Evaluating Large Language Models for Diagnostic Accuracy and Health Information Quality in Oral Mucosal Diseases,https://doi.org/10.3390/jpm16030129
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2012,Automatic detection of click fraud in online advertisements,http://hdl.handle.net/2346/46429
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2012,Digitally Altered: Making News in the 21st Century,https://doi.org/10.18848/1832-3669/cgp/v07i06/56251
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,An Objective Analysis of the Quality and Readability of Online Information on Breast Implant Illness,https://doi.org/10.7759/cureus.82042
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2011,"Special section on autonomic cloud computing: technologies, services, and applications",https://doi.org/10.1002/cpe.1865
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2019,Sistema recomendador híbrido basado en modelos probabilísticos,https://doi.org/10.20868/upm.thesis.57250
inserted,,797,Yahoo,Yahoo,,2012,Eharmony: More Than Traditional Internet Dating,https://www.questia.com/library/journal/1G1-289621021/eharmony-more-than-traditional-internet-dating
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2016,A COMPARATIVE STUDY OF ONLINE ADVERTISEMENTS ON YAHOO AND REDIFF HOMEPAGES,https://zenodo.org/record/7769556
inserted,,798,Yahoo,Yahoo,,2014,"Blues: A Regional Experience by Bob Eagle and Eric S. LeBlanc, and: The Great Jazz Guitarists: The Ultimate Guide by Scott Yanow (review)",https://doi.org/10.1353/not.2014.0093
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2025,Evaluation of the Quality of Delirium Website Content for Patient and Family Education: Cross-Sectional Study,https://doi.org/10.2196/53087
skipped,duplicate_existing_record,,Yahoo,Yahoo,,2009,News and Notes,https://doi.org/10.1111/j.1360-0443.2009.02836.x
inserted,,799,Hairy Man,hairy man,,2024,The Collective Memory of the Hairy Man,http://dx.doi.org/10.60162/swamphen.10.18027
