schema_version,candidate_id,run_id,candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,url,canonical_url,external_id,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary,raw_metadata_json,created_at,updated_at,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,access_date,publicness_status,rights_access_status
2.0.0,11,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,"Trove public query: ""Hairy Man of the Wood""",National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Hairy+Man+of+the+Wood%22,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Hairy+Man+of+the+Wood%22,trove-query:%22Hairy+Man+of+the+Wood%22,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Hairy Man,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""\""Hairy Man of the Wood\""""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,12,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,"Trove public query: ""Australian gorilla""",National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Australian+gorilla%22,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Australian+gorilla%22,trove-query:%22Australian+gorilla%22,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Australian gorilla,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""\""Australian gorilla\""""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,13,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,"Trove public query: ""Australian ape"" yowie",National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Australian+ape%22+yowie,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Australian+ape%22+yowie,trove-query:%22Australian+ape%22+yowie,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Australian ape,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""\""Australian ape\"" yowie""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,14,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,"Trove public query: ""Yara-ma-yha-who""",National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Yara-ma-yha-who%22,https://trove.nla.gov.au/search/category/newspapers?keyword=%22Yara-ma-yha-who%22,trove-query:%22Yara-ma-yha-who%22,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Yara-ma-yha-who,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""\""Yara-ma-yha-who\""""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,15,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,Trove public query: Quinkan Queensland,National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=Quinkan+Queensland,https://trove.nla.gov.au/search/category/newspapers?keyword=Quinkan+Queensland,trove-query:Quinkan+Queensland,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Quinkan,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""Quinkan Queensland""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,16,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,Trove public query: Nargun Gippsland,National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=Nargun+Gippsland,https://trove.nla.gov.au/search/category/newspapers?keyword=Nargun+Gippsland,trove-query:Nargun+Gippsland,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Nargun,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""Nargun Gippsland""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,17,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,Trove public query: Mimih Arnhem,National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=Mimih+Arnhem,https://trove.nla.gov.au/search/category/newspapers?keyword=Mimih+Arnhem,trove-query:Mimih+Arnhem,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Mimih,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""Mimih Arnhem""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,18,strict_geo_collection_3000_batch_001,lead_only,Trove,trove_public_search,A,Trove public query: Pangkarlangu Warlpiri,National Library of Australia / Trove,,https://trove.nla.gov.au/search/category/newspapers?keyword=Pangkarlangu+Warlpiri,https://trove.nla.gov.au/search/category/newspapers?keyword=Pangkarlangu+Warlpiri,trove-query:Pangkarlangu+Warlpiri,,unresolved_lead,query_targets_australian_public_sources,query_label_requires_article_verification,Pangkarlangu,,uncertain_or_broad_location,not_yet_reviewed,medium,not_accepted,Trove API key not available; article-level content not verified,Generated a reproducible Trove query URL. This remains a lead until a stable article item and text are inspected.,"{""has_trove_api_key"": false, ""query"": ""Pangkarlangu Warlpiri""}",2026-06-20T05:48:42+00:00,2026-06-20T05:51:35+00:00,,,,,,,,,,,
2.0.0,20,v2_collection_ia_strict_001,duplicate,Internet Archive,internet_archive_public_text,A,Australia Post Alphabet Stamp Series A Z,Internet Archive,,https://archive.org/details/australia-post-alphabet-stamp-series-a-z,https://archive.org/details/australia-post-alphabet-stamp-series-a-z,ia-lead:australia-post-alphabet-stamp-series-a-z,,unresolved_lead,requires_text_and_location_verification,source_label_search_hit_requires_verification,Yowie,,uncertain_or_broad_location,not_yet_reviewed,low,not_accepted,duplicate_canonical_url,Internet Archive item requires further review. archive_text_failed:curl: (35) LibreSSL SSL_connect: SSL_ERROR_SYSCALL in connection to archive.org:443,"{""doc"": {""creator"": ""Gavin Ryan."", ""date"": ""2018-01-01T00:00:00Z"", ""description"": ""Australia Post Alphabet Stamp Series A-Z. Artist Gavin Ryan. Australia Post Group Group Chief Executive Officer & Managing Director : Mr. Paul Graham, 480 Swan St Richmond VIC 3121. A is for … Aussie rules, Adelaide, ant, Anzac memorial ... B is for … Budgie-smugglers, blowflies, barramundi, billy and …. C is for… Canberra, cockatoo, crocodile, campfire, couple… D is for… a digger, his dingo ... E is for … Emo emu, ear-bashing, echidna and ... F is for … a footy fan, fishing ... G is for … Galah, sumboots, gecko, gasket and ... H is for … hanging washing on the Hills hoist ... I is for … an ironing ironman! ... J is for … Jillaroo, Jam, jumbuck and ... K is for … Koala, kangaroo suit, kelpie and... L is for … Lace Monitor, lyrebird, lamington, log, lounge … M is for … mullet, mud crab, macadamia, meat pie ... N is for… New South Wales, nipper, numbat… O is for … Oilskin, opal, opera house, Oar and ... P is for … Platypus, possum and paviova ... Q is for… Queensland, Quokka, queue, quoll… R is for… refrigerator, rugby, reel, rope, Red Centre, ruler… S is for… South Australia, shark, sandcastle, surf, starfish, sausage… T is for…Tasmania, tinnie, tradie, Tasmanian Devil, two-up … U is for … Ulysses butterfly, uggs, umpire and ... V is for… Victoria, Victa, vegemite, vegetables, violin… W is for… Western Australia, wombat, wattle, waratah, water hose… X is for … X-ray, Xanthorrhea grass tree, xylophone and ... Y is for … Yowie. Yabbie, Yarra River and ... Z is for … Zebra Finch, zoologist, zebra crossing and ... “Overview On 16 August 2016, part two of the Fair Dinkum Aussie Alphabet stamp series will be released. Once again, Artist Gavin Ryan has created some highly amusing and quintessentially ocker scenes, based on each letter of the alphabet. Within each stamp-sized scene, there are places, products, lexicon, cultural icons and native fauna beginning with the featured letter. Part One, released on 1 March 2016 featured the letters N, Q, S, V and W (to represent five of the six Australian states). This time it’s A, C, L, R, T. That means it’s Tassie’s turn! As well as Tarquin the tradie, you’ll cross paths with angry Aaron the Aussie Rules aficionado, and cautious couple Cheryl and Claude. Plus, there’s a lamington being lobbed, a crazy cockatoo and a chummy crocodile to contend with.” Compiled by Graham Millar. Source ."", ""identifier"": ""australia-post-alphabet-stamp-series-a-z"", ""publicdate"": ""2024-07-29T00:13:36Z"", ""title"": ""Australia Post Alphabet Stamp Series A Z""}, ""text_file"": {""crc32"": ""f2e3ea68"", ""format"": ""DjVuTXT"", ""md5"": ""880f460e5046f0243502f08be0683e29"", ""mtime"": ""1722213711"", ""name"": ""Australia Post Alphabet Stamp Series A-Z_djvu.txt"", ""original"": ""Australia Post Alphabet Stamp Series A-Z_djvu.xml"", ""sha1"": ""c911bd479f1771f1b69299e812ffb43501885c4a"", ""size"": ""2816"", ""source"": ""derivative""}}",2026-06-20T12:09:03+00:00,2026-06-20T12:09:03+00:00,,,,,,,,,,,
2.0.0,21,v2_collection_ia_strict_001,lead_only,Internet Archive,internet_archive_public_text,A,The Yowie Finds a Home,Internet Archive,,https://archive.org/details/isbn_9781741102666,https://archive.org/details/isbn_9781741102666,ia-lead:the-yowie-finds-a-home,,unresolved_lead,requires_text_and_location_verification,source_label_search_hit_requires_verification,Yowie,,uncertain_or_broad_location,not_yet_reviewed,low,not_accepted,archive_metadata_failed:curl: (35) LibreSSL SSL_connect: SSL_ERROR_SYSCALL in connection to archive.org:443,Internet Archive item requires further review. archive_metadata_failed:curl: (35) LibreSSL SSL_connect: SSL_ERROR_SYSCALL in connection to archive.org:443,"{""doc"": {""creator"": ""Ann Ferns"", ""date"": ""2004-01-01T00:00:00Z"", ""identifier"": ""isbn_9781741102666"", ""publicdate"": ""2020-10-13T04:51:02Z"", ""title"": ""The Yowie Finds a Home""}}",2026-06-20T12:09:05+00:00,2026-06-20T12:09:05+00:00,,,,,,,,,,,
